iter	Passed	Remaining
3276	4316	952
3277	4317	951
3278	4319	949
3279	4320	948
3280	4322	947
3281	4323	945
3282	4324	944
3283	4324	942
3284	4325	941
3285	4326	940
3286	4327	938
3287	4329	937
3288	4330	936
3289	4331	934
3290	4332	933
3291	4333	931
3292	4334	930
3293	4334	929
3294	4335	927
3295	4336	926
3296	4337	924
3297	4338	923
3298	4339	922
3299	4340	920
3300	4342	919
3301	4344	918
3302	4345	916
3303	4346	915
3304	4347	914
3305	4348	912
3306	4349	911
3307	4350	910
3308	4351	908
3309	4353	907
3310	4354	906
3311	4355	904
3312	4356	903
3313	4358	902
3314	4359	900
3315	4360	899
3316	4361	898
3317	4362	896
3318	4363	895
3319	4364	893
3320	4365	892
3321	4366	891
3322	4367	889
3323	4368	888
3324	4368	886
3325	4369	885
3326	4370	884
3327	4384	885
3328	4385	883
3329	4386	882
3330	4387	881
3331	4388	879
3332	4389	878
3333	4390	877
3334	4391	875
3335	4392	874
3336	4393	872
3337	4394	871
3338	4395	870
3339	4395	868
3340	4396	867
3341	4397	865
3342	4398	864
3343	4399	863
3344	4400	861
3345	4401	860
3346	4402	858
3347	4403	857
3348	4404	856
3349	4405	854
3350	4406	853
3351	4406	851
3352	4407	850
3353	4408	849
3354	4409	847
3355	4410	846
3356	4411	844
3357	4412	843
3358	4413	842
3359	4413	840
3360	4414	839
3361	4415	837
3362	4416	836
3363	4417	835
3364	4428	835
3365	4429	834
3366	4430	832
3367	4430	831
3368	4432	830
3369	4432	828
3370	4433	827
3371	4434	825
3372	4435	824
3373	4436	823
3374	4437	821
3375	4438	820
3376	4439	818
3377	4439	817
3378	4440	816
3379	4441	814
3380	4442	813
3381	4443	811
3382	4444	810
3383	4445	809
3384	4446	807
3385	4446	806
3386	4447	804
3387	4448	803
3388	4449	802
3389	4450	800
3390	4451	799
3391	4452	798
3392	4453	796
3393	4453	795
3394	4454	793
3395	4456	792
3396	4457	791
3397	4458	789
3398	4459	788
3399	4459	787
3400	4460	785
3401	4461	784
3402	4462	782
3403	4463	781
3404	4464	780
3405	4465	778
3406	4466	777
3407	4467	776
3408	4468	774
3409	4469	773
3410	4470	771
3411	4471	770
3412	4472	769
3413	4473	767
3414	4474	766
3415	4475	765
3416	4476	763
3417	4476	762
3418	4477	760
3419	4478	759
3420	4479	758
3421	4481	756
3422	4482	755
3423	4483	754
3424	4484	752
3425	4485	751
3426	4486	750
3427	4487	748
3428	4487	747
3429	4488	745
3430	4489	744
3431	4490	743
3432	4491	741
3433	4492	740
3434	4493	739
3435	4493	737
3436	4494	736
3437	4495	734
3438	4496	733
3439	4497	732
3440	4498	730
3441	4499	729
3442	4500	728
3443	4501	726
3444	4502	725
3445	4503	724
3446	4504	722
3447	4505	721
3448	4506	719
3449	4507	718
3450	4508	717
3451	4509	715
3452	4511	714
3453	4512	713
3454	4513	712
3455	4514	710
3456	4515	709
3457	4516	707
3458	4517	706
3459	4518	705
3460	4519	703
3461	4520	702
3462	4521	701
3463	4522	699
3464	4523	698
3465	4524	697
3466	4524	695
3467	4526	694
3468	4527	692
3469	4528	691
3470	4529	690
3471	4530	688
3472	4531	687
3473	4532	686
3474	4533	684
3475	4534	683
3476	4535	682
3477	4536	680
3478	4537	679
3479	4538	678
3480	4538	676
3481	4539	675
3482	4541	674
3483	4542	672
3484	4543	671
3485	4544	670
3486	4545	668
3487	4546	667
3488	4547	665
3489	4548	664
3490	4550	663
3491	4550	662
3492	4551	660
3493	4552	659
3494	4553	657
3495	4554	656
3496	4555	655
3497	4557	653
3498	4558	652
3499	4559	651
3500	4560	650
3501	4561	648
3502	4562	647
3503	4563	645
3504	4563	644
3505	4564	643
3506	4565	641
3507	4566	640
3508	4567	639
3509	4568	637
3510	4569	636
3511	4570	635
3512	4571	633
3513	4572	632
3514	4574	631
3515	4574	629
3516	4575	628
3517	4576	627
3518	4577	625
3519	4578	624
3520	4579	623
3521	4580	621
3522	4581	620
3523	4582	618
3524	4583	617
3525	4584	616
3526	4585	614
3527	4587	613
3528	4588	612
3529	4589	611
3530	4590	609
3531	4590	608
3532	4591	606
3533	4592	605
3534	4593	604
3535	4594	602
3536	4595	601
3537	4596	600
3538	4597	598
3539	4598	597
3540	4599	596
3541	4600	594
3542	4601	593
3543	4602	592
3544	4603	590
3545	4604	589
3546	4605	588
3547	4606	586
3548	4607	585
3549	4608	584
3550	4609	582
3551	4610	581
3552	4611	580
3553	4612	578
3554	4613	577
3555	4614	576
3556	4615	574
3557	4617	573
3558	4618	572
3559	4619	570
3560	4620	569
3561	4620	568
3562	4621	566
3563	4622	565
3564	4623	564
3565	4624	562
3566	4625	561
3567	4626	560
3568	4627	558
3569	4628	557
3570	4629	556
3571	4629	554
3572	4631	553
3573	4632	552
3574	4634	550
3575	4635	549
3576	4636	548
3577	4637	546
3578	4637	545
3579	4638	544
3580	4639	542
3581	4640	541
3582	4641	540
3583	4642	538
3584	4643	537
3585	4644	536
3586	4645	534
3587	4647	533
3588	4648	532
3589	4649	530
3590	4650	529
3591	4650	528
3592	4651	526
3593	4652	525
3594	4653	524
3595	4654	522
3596	4655	521
3597	4656	520
3598	4657	518
3599	4658	517
3600	4659	516
3601	4659	514
3602	4660	513
3603	4662	512
3604	4664	511
3605	4665	509
3606	4666	508
3607	4667	507
3608	4667	505
3609	4668	504
3610	4669	503
3611	4670	501
3612	4671	500
3613	4672	499
3614	4673	497
3615	4674	496
3616	4675	495
3617	4676	493
3618	4677	492
3619	4678	491
3620	4679	489
3621	4680	488
3622	4680	487
3623	4681	485
3624	4683	484
3625	4684	483
3626	4685	481
3627	4686	480
3628	4687	479
3629	4688	477
3630	4689	476
3631	4690	475
3632	4691	473
3633	4692	472
3634	4694	471
3635	4695	470
3636	4695	468
3637	4696	467
3638	4697	466
3639	4698	464
3640	4699	463
3641	4700	462
3642	4701	460
3643	4702	459
3644	4703	458
3645	4704	456
3646	4704	455
3647	4705	454
3648	4707	452
3649	4708	451
3650	4708	450
3651	4709	448
3652	4710	447
3653	4711	446
3654	4712	444
3655	4713	443
3656	4714	442
3657	4715	440
3658	4716	439
3659	4716	438
3660	4717	436
3661	4718	435
3662	4719	434
3663	4720	432
3664	4721	431
3665	4723	430
3666	4725	429
3667	4726	427
3668	4726	426
3669	4727	425
3670	4728	423
3671	4729	422
3672	4730	421
3673	4731	419
3674	4732	418
3675	4733	417
3676	4734	415
3677	4735	414
3678	4736	413
3679	4737	411
3680	4738	410
3681	4740	409
3682	4741	408
3683	4742	406
3684	4743	405
3685	4744	404
3686	4745	402
3687	4746	401
3688	4746	400
3689	4747	398
3690	4748	397
3691	4749	396
3692	4750	394
3693	4751	393
3694	4753	392
3695	4754	391
3696	4755	389
3697	4756	388
3698	4757	387
3699	4758	385
3700	4759	384
3701	4760	383
3702	4761	381
3703	4762	380
3704	4763	379
3705	4764	377
3706	4765	376
3707	4766	375
3708	4768	374
3709	4769	372
3710	4769	371
3711	4770	370
3712	4771	368
3713	4772	367
3714	4773	366
3715	4774	364
3716	4775	363
3717	4775	362
3718	4776	360
3719	4777	359
3720	4778	358
3721	4779	356
3722	4780	355
3723	4781	354
3724	4782	353
3725	4783	351
3726	4784	350
3727	4785	349
3728	4786	347
3729	4787	346
3730	4788	345
3731	4788	343
3732	4789	342
3733	4790	341
3734	4791	339
3735	4792	338
3736	4793	337
3737	4794	336
3738	4795	334
3739	4796	333
3740	4797	332
3741	4798	330
3742	4799	329
3743	4800	328
3744	4801	326
3745	4801	325
3746	4802	324
3747	4803	322
3748	4804	321
3749	4805	320
3750	4806	319
3751	4806	317
3752	4807	316
3753	4809	315
3754	4810	313
3755	4811	312
3756	4813	311
3757	4814	310
3758	4815	308
3759	4816	307
3760	4817	306
3761	4818	304
3762	4819	303
3763	4820	302
3764	4821	300
3765	4821	299
3766	4822	298
3767	4823	297
3768	4824	295
3769	4825	294
3770	4826	293
3771	4828	291
3772	4829	290
3773	4830	289
3774	4830	287
3775	4831	286
3776	4832	285
3777	4833	284
3778	4834	282
3779	4835	281
3780	4836	280
3781	4837	278
3782	4838	277
3783	4839	276
3784	4839	274
3785	4840	273
3786	4842	272
3787	4843	271
3788	4844	269
3789	4845	268
3790	4846	267
3791	4847	265
3792	4848	264
3793	4849	263
3794	4850	262
3795	4851	260
3796	4852	259
3797	4853	258
3798	4853	256
3799	4854	255
3800	4855	254
3801	4856	252
3802	4858	251
3803	4858	250
3804	4859	249
3805	4860	247
3806	4861	246
3807	4862	245
3808	4863	243
3809	4864	242
3810	4865	241
3811	4866	239
3812	4867	238
3813	4868	237
3814	4869	236
3815	4869	234
3816	4870	233
3817	4871	232
3818	4873	230
3819	4874	229
3820	4875	228
3821	4876	227
3822	4877	225
3823	4877	224
3824	4878	223
3825	4880	221
3826	4881	220
3827	4882	219
3828	4883	218
3829	4884	216
3830	4885	215
3831	4886	214
3832	4887	212
3833	4888	211
3834	4889	210
3835	4890	209
3836	4891	207
3837	4892	206
3838	4893	205
3839	4895	203
3840	4896	202
3841	4897	201
3842	4898	200
3843	4899	198
3844	4900	197
3845	4901	196
3846	4902	194
3847	4904	193
3848	4906	192
3849	4907	191
3850	4909	189
3851	4910	188
3852	4911	187
3853	4912	186
3854	4913	184
3855	4914	183
3856	4916	182
3857	4918	181
3858	4919	179
3859	4920	178
3860	4921	177
3861	4922	175
3862	4923	174
3863	4925	173
3864	4926	172
3865	4927	170
3866	4928	169
3867	4929	168
3868	4931	166
3869	4936	165
3870	4937	164
3871	4938	163
3872	4940	161
3873	4941	160
3874	4942	159
3875	4943	158
3876	4944	156
3877	4945	155
3878	4947	154
3879	4948	153
3880	4949	151
3881	4950	150
3882	4951	149
3883	4953	147
3884	4954	146
3885	4955	145
3886	4956	144
3887	4957	142
3888	4958	141
3889	4959	140
3890	4961	138
3891	4964	137
3892	4966	136
3893	4967	135
3894	4968	133
3895	4969	132
3896	4970	131
3897	4971	130
3898	4972	128
3899	4973	127
3900	4975	126
3901	4977	125
3902	4978	123
3903	4980	122
3904	4981	121
3905	4982	119
3906	4983	118
3907	4984	117
3908	4985	116
3909	4986	114
3910	4988	113
3911	4989	112
3912	4991	110
3913	4993	109
3914	4994	108
3915	4995	107
3916	4997	105
3917	4998	104
3918	4999	103
3919	5000	102
3920	5001	100
3921	5003	99
3922	5004	98
3923	5006	96
3924	5007	95
3925	5008	94
3926	5009	93
3927	5010	91
3928	5011	90
3929	5012	89
3930	5013	88
3931	5015	86
3932	5016	85
3933	5017	84
3934	5018	82
3935	5020	81
3936	5022	80
3937	5023	79
3938	5024	77
3939	5026	76
3940	5027	75
3941	5028	73
3942	5029	72
3943	5030	71
3944	5032	70
3945	5033	68
3946	5034	67
3947	5036	66
3948	5037	65
3949	5038	63
3950	5039	62
3951	5040	61
3952	5041	59
3953	5042	58
3954	5044	57
3955	5045	56
3956	5046	54
3957	5047	53
3958	5049	52
3959	5050	51
3960	5052	49
3961	5053	48
3962	5054	47
3963	5055	45
3964	5057	44
3965	5058	43
3966	5059	42
3967	5061	40
3968	5063	39
3969	5065	38
3970	5066	37
3971	5067	35
3972	5068	34
3973	5069	33
3974	5070	31
3975	5071	30
3976	5072	29
3977	5073	28
3978	5074	26
3979	5075	25
3980	5076	24
3981	5077	22
3982	5078	21
3983	5079	20
3984	5080	19
3985	5081	17
3986	5082	16
3987	5083	15
3988	5084	14
3989	5085	12
3990	5086	11
3991	5087	10
3992	5088	8
3993	5089	7
3994	5091	6
3995	5092	5
3996	5093	3
3997	5095	2
3998	5096	1
3999	5097	0
